Ensembl Gene ID	Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)	Gene Biotype	Transcript count
ENSDARG00000088516	5S_rRNA	12	17790889	17791003	rRNA	1
ENSDARG00000083254	SNORD79	8	17131066	17131147	snoRNA	1
ENSDARG00000080130	U6	12	3104023	3104129	snRNA	1
ENSDARG00000089341	U6	8	40306502	40306608	snRNA	1
ENSDARG00000091356	CABZ01063869.1	1	13460601	13460698	miRNA	1
ENSDARG00000090284	Metazoa_SRP	11	12526967	12527254	misc_RNA	1
ENSDARG00000086322	5S_rRNA	3	7223725	7223839	rRNA	1
ENSDARG00000083783	5S_rRNA	25	31962446	31962562	rRNA	1
ENSDARG00000089949	BX548073.3	5	44020755	44020852	miRNA	1
ENSDARG00000083825	5S_rRNA	4	12459410	12459524	rRNA	1
ENSDARG00000084346	5S_rRNA	4	12359162	12359276	rRNA	1
ENSDARG00000083836	5S_rRNA	13	36035505	36035623	rRNA	1
ENSDARG00000085990	5S_rRNA	25	23839184	23839299	rRNA	1
ENSDARG00000089910	U3	14	11880604	11880818	snoRNA	1
ENSDARG00000084498	SNORD27	7	49666655	49666720	snoRNA	1
ENSDARG00000082755	dre-let-7a-4	5	31628942	31629034	miRNA	1
ENSDARG00000084636	5S_rRNA	7	73936972	73937086	rRNA	1
ENSDARG00000084501	5S_rRNA	8	16435610	16435727	rRNA	1
ENSDARG00000089600	5S_rRNA	4	37836679	37836793	rRNA	1
ENSDARG00000089859	CU278559.4	4	44020532	44020629	miRNA	1
ENSDARG00000081808	BX255942.1	3	35377286	35377336	miRNA	1
ENSDARG00000086822	5S_rRNA	2	20255652	20255766	rRNA	1
ENSDARG00000080509	U1	Zv9_scaffold3503	952269	952431	snRNA	1
ENSDARG00000082688	U6	8	41033508	41033608	snRNA	1
ENSDARG00000086844	U6	4	30740438	30740544	snRNA	1
ENSDARG00000087409	U6	4	32455264	32455370	snRNA	1
ENSDARG00000084125	5S_rRNA	20	30089608	30089722	rRNA	1
ENSDARG00000084582	SNORD52	19	27951001	27951067	snoRNA	1
ENSDARG00000081270	rn7sk	13	697630	697951	misc_RNA	1
ENSDARG00000083822	5S_rRNA	25	28483642	28483758	rRNA	1
ENSDARG00000088287	dre-mir-194b	14	48410784	48410860	miRNA	1
ENSDARG00000086273	5S_rRNA	Zv9_scaffold3533	83346	83446	rRNA	1
ENSDARG00000082928	SNORA63	5	2065457	2065584	snoRNA	1
ENSDARG00000085616	5S_rRNA	7	24093487	24093605	rRNA	1
ENSDARG00000080508	dre-mir-125c	15	29150062	29150146	miRNA	1
ENSDARG00000084816	5S_rRNA	20	5645783	5645900	rRNA	1
ENSDARG00000081354	U6	12	3102981	3103086	snRNA	1
ENSDARG00000087904	U6	Zv9_scaffold3538	92655	92761	snRNA	1
ENSDARG00000083919	5S_rRNA	17	34475837	34475951	rRNA	1
ENSDARG00000082440	SNORD31	7	26210101	26210171	snoRNA	1
ENSDARG00000083168	5S_rRNA	5	5583802	5583917	rRNA	1
ENSDARG00000081098	mir196d	16	22997843	22997914	miRNA	1
ENSDARG00000082489	U1	4	46794321	46794484	snRNA	1
ENSDARG00000084110	U6	4	42946760	42946866	snRNA	1
ENSDARG00000085040	5S_rRNA	14	6113208	6113324	rRNA	1
ENSDARG00000084211	5S_rRNA	17	8368384	8368508	rRNA	1
ENSDARG00000085784	5S_rRNA	25	8063330	8063446	rRNA	1
ENSDARG00000082692	U1	4	35018853	35019016	snRNA	1
ENSDARG00000090460	5S_rRNA	3	2353732	2353846	rRNA	1
ENSDARG00000090339	U1	Zv9_scaffold3456	189578	189741	snRNA	1
ENSDARG00000083779	5S_rRNA	6	36682158	36682275	rRNA	1
ENSDARG00000087534	Metazoa_SRP	11	11559269	11559563	misc_RNA	1
ENSDARG00000085862	5S_rRNA	21	28876729	28876844	rRNA	1
ENSDARG00000090483	U1	Zv9_scaffold3456	171308	171471	snRNA	1
ENSDARG00000085744	5S_rRNA	18	33917493	33917607	rRNA	1
ENSDARG00000087648	5S_rRNA	17	49245250	49245364	rRNA	1
ENSDARG00000083179	dre-mir-199-2	5	1695983	1696078	miRNA	1
ENSDARG00000090049	U3	14	11818171	11818385	snoRNA	1
ENSDARG00000081006	U1	4	46804761	46804924	snRNA	1
ENSDARG00000080714	CR457461.1	14	43707194	43707280	miRNA	1
ENSDARG00000085180	5S_rRNA	9	2843707	2843822	rRNA	1
ENSDARG00000084219	dre-mir-2191	23	36885952	36886061	miRNA	1
ENSDARG00000089445	5S_rRNA	8	46881062	46881176	rRNA	1
ENSDARG00000084899	5S_rRNA	5	40312643	40312759	rRNA	1
ENSDARG00000084732	5S_rRNA	2	40867655	40867770	rRNA	1
ENSDARG00000080510	U1	Zv9_scaffold3530	906622	906785	snRNA	1
ENSDARG00000084796	5S_rRNA	12	48927885	48927999	rRNA	1
ENSDARG00000083856	5S_rRNA	5	46819914	46820030	rRNA	1
ENSDARG00000083469	CR627498.1	19	39212240	39212331	miRNA	1
ENSDARG00000091186	U1	4	37945249	37945397	snRNA	1
ENSDARG00000082619	dre-mir-34c	5	59271395	59271478	miRNA	1
ENSDARG00000080612	dre-mir-9-2	10	45056132	45056267	miRNA	1
ENSDARG00000084336	5S_rRNA	23	28599053	28599167	rRNA	1
ENSDARG00000084740	5S_rRNA	2	15706358	15706472	rRNA	1
ENSDARG00000085317	5S_rRNA	25	23157065	23157183	rRNA	1
ENSDARG00000083847	U6	4	46860579	46860685	snRNA	1
ENSDARG00000081329	5S_rRNA	22	14163719	14163837	rRNA	1
ENSDARG00000081082	SNORA16	19	15460490	15460624	snoRNA	1
ENSDARG00000091183	U5	5	44802905	44803020	snRNA	1
ENSDARG00000085198	5S_rRNA	15	18257724	18257843	rRNA	1
ENSDARG00000090138	U5	5	44817608	44817723	snRNA	1
ENSDARG00000085826	Telomerase-vert	25	20478491	20478810	misc_RNA	1
ENSDARG00000087300	U6	4	32458968	32459074	snRNA	1
ENSDARG00000089273	CT583728.15	4	43905700	43905791	miRNA	1
ENSDARG00000087425	SNORA62	6	7634603	7634744	snoRNA	1
ENSDARG00000089652	U6	Zv9_scaffold3480	72993	73099	snRNA	1
ENSDARG00000084935	5S_rRNA	23	25136826	25136943	rRNA	1
ENSDARG00000086329	U6	4	34563850	34563956	snRNA	1
ENSDARG00000080245	5S_rRNA	23	29040318	29040440	rRNA	1
ENSDARG00000086836	5S_rRNA	14	41314793	41314907	rRNA	1
ENSDARG00000088721	U1	Zv9_scaffold3521	120564	120727	snRNA	1
ENSDARG00000085763	5S_rRNA	20	42303759	42303875	rRNA	1
ENSDARG00000082044	U1	4	35007320	35007483	snRNA	1
ENSDARG00000088531	5S_rRNA	1	20463016	20463130	rRNA	1
ENSDARG00000085802	5S_rRNA	3	25037007	25037122	rRNA	1
ENSDARG00000084695	5S_rRNA	24	8080873	8080989	rRNA	1
ENSDARG00000082839	SNORD75	8	17131948	17132018	snoRNA	1
ENSDARG00000083336	dre-mir-210	25	26371923	26371995	miRNA	1
ENSDARG00000086516	U6	4	30732505	30732611	snRNA	1
ENSDARG00000090010	U6	4	32412656	32412762	snRNA	1
ENSDARG00000085246	5S_rRNA	12	30561734	30561851	rRNA	1
ENSDARG00000090794	U6	8	40307561	40307667	snRNA	1
ENSDARG00000083874	dre-mir-2192	12	18774341	18774450	miRNA	1
ENSDARG00000084471	5S_rRNA	4	26437570	26437694	rRNA	1
ENSDARG00000085641	5S_rRNA	12	39091547	39091662	rRNA	1
ENSDARG00000083664	5S_rRNA	10	42107435	42107552	rRNA	1
ENSDARG00000083962	5S_rRNA	10	31543454	31543568	rRNA	1
ENSDARG00000080895	SNORD97	18	16380967	16381150	snoRNA	1
ENSDARG00000091091	Metazoa_SRP	11	12723913	12724207	misc_RNA	1
ENSDARG00000081313	dre-mir-9-7	2	59942577	59942660	miRNA	1
ENSDARG00000089455	U6	4	51317303	51317409	snRNA	1
ENSDARG00000087572	U5	5	44894649	44894764	snRNA	1
ENSDARG00000090303	U6	4	42945176	42945282	snRNA	1
ENSDARG00000090862	U6	4	32434842	32434948	snRNA	1
ENSDARG00000084010	5S_rRNA	6	20998124	20998240	rRNA	1
ENSDARG00000087987	CU694495.1	10	888263	888343	miRNA	1
ENSDARG00000084172	5S_rRNA	11	40323522	40323638	rRNA	1
ENSDARG00000083866	5S_rRNA	1	56800732	56800847	rRNA	1
ENSDARG00000080071	AL773593.1	22	21283299	21283396	miRNA	1
ENSDARG00000090926	U1	4	37818246	37818409	snRNA	1
ENSDARG00000081347	dre-mir-101b	5	1946477	1946588	miRNA	1
ENSDARG00000083852	5S_rRNA	9	41458173	41458290	rRNA	1
ENSDARG00000084720	5S_rRNA	12	33186401	33186535	rRNA	1
ENSDARG00000088045	CR792415.6	Zv9_scaffold3494	147892	147978	miRNA	1
ENSDARG00000091303	CABZ01077409.2	Zv9_NA109	458	541	miRNA	1
ENSDARG00000081635	U1	4	47099721	47099884	snRNA	1
ENSDARG00000080563	CU138537.1	10	14812318	14812390	miRNA	1
ENSDARG00000088960	U6	4	32413181	32413287	snRNA	1
ENSDARG00000083936	5S_rRNA	17	15742664	15742786	rRNA	1
ENSDARG00000084366	5S_rRNA	9	23920910	23921025	rRNA	1
ENSDARG00000080450	SNORA35	18	19233462	19233592	snoRNA	1
ENSDARG00000088465	U1	12	2894568	2894731	snRNA	1
ENSDARG00000083580	5S_rRNA	11	14050364	14050482	rRNA	1
ENSDARG00000081998	dre-mir-219-2	5	67610733	67610812	miRNA	1
ENSDARG00000084727	U6	4	32471136	32471237	snRNA	1
ENSDARG00000084928	U6	4	46865342	46865448	snRNA	1
ENSDARG00000085395	5S_rRNA	4	61110884	61111001	rRNA	1
ENSDARG00000090317	U1	12	2912467	2912630	snRNA	1
ENSDARG00000083820	5S_rRNA	15	30597115	30597230	rRNA	1
ENSDARG00000083754	snR51	10	38979497	38979585	snoRNA	1
ENSDARG00000085608	5S_rRNA	16	25762554	25762668	rRNA	1
ENSDARG00000087481	5S_rRNA	2	35407362	35407476	rRNA	1
ENSDARG00000084891	5S_rRNA	5	25579268	25579384	rRNA	1
ENSDARG00000091037	U6	4	45785957	45786063	snRNA	1
ENSDARG00000088633	U1	4	40687884	40688047	snRNA	1
ENSDARG00000083772	5S_rRNA	23	44196373	44196489	rRNA	1
ENSDARG00000089884	CT583728.16	4	43906192	43906291	miRNA	1
ENSDARG00000086085	CT956064.1	20	55774674	55774754	miRNA	1
ENSDARG00000085960	5S_rRNA	19	34025131	34025245	rRNA	1
ENSDARG00000086981	U6	4	32428505	32428611	snRNA	1
ENSDARG00000085199	5S_rRNA	2	52244131	52244247	rRNA	1
ENSDARG00000091168	U6	8	40312308	40312414	snRNA	1
ENSDARG00000080987	RNase_MRP	1	40348433	40348688	misc_RNA	1
ENSDARG00000086429	5S_rRNA	19	39218557	39218671	rRNA	1
ENSDARG00000088661	U6	8	40310199	40310305	snRNA	1
ENSDARG00000088024	U5	5	44764992	44765107	snRNA	1
ENSDARG00000084580	U1	4	41634683	41634860	snRNA	1
ENSDARG00000085746	5S_rRNA	1	40200184	40200311	rRNA	1
ENSDARG00000090125	U6	4	53141950	53142056	snRNA	1
ENSDARG00000087685	U6	4	34565962	34566068	snRNA	1
ENSDARG00000082167	dre-mir-142a	5	3156809	3156899	miRNA	1
ENSDARG00000090199	5S_rRNA	3	53983725	53983839	rRNA	1
ENSDARG00000085431	5S_rRNA	21	41464733	41464850	rRNA	1
ENSDARG00000083573	5S_rRNA	1	44962612	44962731	rRNA	1
ENSDARG00000080474	BX537118.1	1	50698434	50698525	miRNA	1
ENSDARG00000083916	5S_rRNA	11	26603398	26603514	rRNA	1
ENSDARG00000087268	U6	4	34578933	34579039	snRNA	1
ENSDARG00000084653	SNORD27	20	26428120	26428168	snoRNA	1
ENSDARG00000085871	5S_rRNA	7	24104220	24104339	rRNA	1
ENSDARG00000089283	U6	Zv9_scaffold3521	68897	69003	snRNA	1
ENSDARG00000080704	SNORD111	18	18355118	18355199	snoRNA	1
ENSDARG00000083906	SNORD89	2	32226018	32226140	snoRNA	1
ENSDARG00000081335	5S_rRNA	20	45111590	45111708	rRNA	1
ENSDARG00000088254	Metazoa_SRP	11	11539409	11539697	misc_RNA	1
ENSDARG00000087712	5S_rRNA	19	6717912	6718026	rRNA	1
ENSDARG00000090775	CR847906.5	Zv9_scaffold3554	85961	86044	miRNA	1
ENSDARG00000083977	5S_rRNA	13	6851792	6851907	rRNA	1
ENSDARG00000086097	U1	4	37288978	37289141	snRNA	1
ENSDARG00000082392	U1	4	47091891	47092054	snRNA	1
ENSDARG00000085543	5S_rRNA	Zv9_NA463	18765	18883	rRNA	1
ENSDARG00000083175	5S_rRNA	Zv9_NA654	85651	85768	rRNA	1
ENSDARG00000080449	5S_rRNA	13	26790956	26791074	rRNA	1
ENSDARG00000085362	5S_rRNA	8	42952763	42952879	rRNA	1
ENSDARG00000080588	U1	Zv9_scaffold3530	915922	916085	snRNA	1
ENSDARG00000088289	CU651569.3	5	4378400	4378466	miRNA	1
ENSDARG00000091562	CR812468.2	11	22540229	22540321	miRNA	1
ENSDARG00000085789	5S_rRNA	5	4914719	4914833	rRNA	1
ENSDARG00000084141	5S_rRNA	17	32907463	32907579	rRNA	1
ENSDARG00000089530	5S_rRNA	6	9311188	9311302	rRNA	1
ENSDARG00000081629	dre-mir-7a-3	8	451272	451391	miRNA	1
ENSDARG00000090114	5S_rRNA	24	31913240	31913356	rRNA	1
ENSDARG00000089793	Metazoa_SRP	11	11525972	11526266	misc_RNA	1
ENSDARG00000085993	U6	4	48240956	48241062	snRNA	1
ENSDARG00000086774	SNORA42	21	10383397	10383525	snoRNA	1
ENSDARG00000089491	CABZ01020257.1	19	46481053	46481125	miRNA	1
ENSDARG00000086152	5S_rRNA	11	41658855	41658970	rRNA	1
ENSDARG00000082105	SNORD14	10	30758329	30758424	snoRNA	1
ENSDARG00000083903	5S_rRNA	10	11164454	11164569	rRNA	1
ENSDARG00000088266	5S_rRNA	5	62384578	62384692	rRNA	1
ENSDARG00000085221	5S_rRNA	23	20760305	20760420	rRNA	1
ENSDARG00000084261	U6	4	29737124	29737193	snRNA	1
ENSDARG00000086377	CABZ01075922.1	Zv9_NA414	1577	1669	miRNA	1
ENSDARG00000083685	5S_rRNA	1	56604781	56604902	rRNA	1
ENSDARG00000089284	5S_rRNA	7	47835767	47835883	rRNA	1
ENSDARG00000091632	U5	5	44827392	44827507	snRNA	1
ENSDARG00000084093	5S_rRNA	15	2255275	2255389	rRNA	1
ENSDARG00000087420	CABZ01075922.4	Zv9_NA414	2462	2545	miRNA	1
ENSDARG00000089349	5S_rRNA	5	69987979	69988096	rRNA	1
ENSDARG00000082234	U1	4	47085366	47085529	snRNA	1
ENSDARG00000081807	dre-let-7b	4	17721332	17721425	miRNA	1
ENSDARG00000088311	CT583728.11	4	43919961	43920041	miRNA	1
ENSDARG00000089360	5S_rRNA	17	43976555	43976669	rRNA	1
ENSDARG00000086386	U6	18	3544955	3545064	snRNA	1
ENSDARG00000082892	dre-mir-19d	14	205464	205550	miRNA	1
ENSDARG00000087973	U6	Zv9_scaffold3530	1369151	1369257	snRNA	1
ENSDARG00000084723	5S_rRNA	2	28173131	28173245	rRNA	1
ENSDARG00000090388	U6	4	32413711	32413817	snRNA	1
ENSDARG00000080345	5S_rRNA	2	54273252	54273369	rRNA	1
ENSDARG00000091060	5S_rRNA	1	48163758	48163872	rRNA	1
ENSDARG00000091454	5S_rRNA	25	1034018	1034134	rRNA	1
ENSDARG00000090593	U1	4	37794756	37794919	snRNA	1
ENSDARG00000086816	U5	5	44895872	44895987	snRNA	1
ENSDARG00000080407	5S_rRNA	18	14622221	14622339	rRNA	1
ENSDARG00000084607	5S_rRNA	15	27143583	27143697	rRNA	1
ENSDARG00000086638	CU651569.2	5	4378598	4378683	miRNA	1
ENSDARG00000091065	SNORA5	19	12758862	12758997	snoRNA	1
ENSDARG00000091680	5_8S_rRNA	4	43923411	43923564	rRNA	1
ENSDARG00000084983	U6	5	8882826	8882924	snRNA	1
ENSDARG00000080973	U3	2	24598593	24598798	snoRNA	1
ENSDARG00000090888	U5	5	44753985	44754100	snRNA	1
ENSDARG00000088322	mir1-1	23	7137155	7137260	miRNA	1
ENSDARG00000089751	SNORD49	Zv9_NA163	21189	21265	snoRNA	1
ENSDARG00000090762	5S_rRNA	16	3333331	3333447	rRNA	1
ENSDARG00000086466	U6	4	32463732	32463838	snRNA	1
ENSDARG00000083911	SNORA53	25	3375225	3375451	snoRNA	1
ENSDARG00000087478	U1	Zv9_scaffold3456	138130	138293	snRNA	1
ENSDARG00000084690	5S_rRNA	19	10635034	10635150	rRNA	1
ENSDARG00000083738	SCARNA13	20	10676707	10676976	snoRNA	1
ENSDARG00000089214	5S_rRNA	Zv9_scaffold3510	149131	149231	rRNA	1
ENSDARG00000081323	5S_rRNA	14	18809537	18809654	rRNA	1
ENSDARG00000087284	U1	4	37819551	37819714	snRNA	1
ENSDARG00000080950	5S_rRNA	9	25581224	25581341	rRNA	1
ENSDARG00000086003	5S_rRNA	8	13130304	13130420	rRNA	1
ENSDARG00000089945	CU651569.5	5	4378741	4378838	miRNA	1
ENSDARG00000081745	dre-mir-218a-1	14	25562465	25562547	miRNA	1
ENSDARG00000090705	5_8S_rRNA	4	49791969	49792122	rRNA	1
ENSDARG00000088719	U1	Zv9_scaffold3456	156953	157116	snRNA	1
ENSDARG00000089820	5S_rRNA	2	48391058	48391172	rRNA	1
ENSDARG00000090291	5S_rRNA	6	41613066	41613180	rRNA	1
ENSDARG00000083232	5S_rRNA	21	19759608	19759727	rRNA	1
ENSDARG00000089808	CU210942.1	19	49099630	49099722	miRNA	1
ENSDARG00000090266	U6	Zv9_scaffold3538	48043	48149	snRNA	1
ENSDARG00000087990	FP085392.1	19	7786065	7786139	miRNA	1
ENSDARG00000080472	5S_rRNA	17	6859108	6859228	rRNA	1
ENSDARG00000081103	SNORD10	7	27639690	27639828	snoRNA	1
ENSDARG00000090074	dre-mir-737	18	44379285	44379380	miRNA	1
ENSDARG00000090455	CU278559.5	4	44020687	44020772	miRNA	1
ENSDARG00000084097	5S_rRNA	21	2754735	2754850	rRNA	1
ENSDARG00000081865	U1	4	46806066	46806229	snRNA	1
ENSDARG00000090566	5S_rRNA	7	46505249	46505364	rRNA	1
ENSDARG00000084938	U6	4	46855288	46855394	snRNA	1
ENSDARG00000090909	CU651569.6	5	4379685	4379776	miRNA	1
ENSDARG00000080246	5S_rRNA	8	31024847	31024964	rRNA	1
ENSDARG00000085494	5S_rRNA	1	20576154	20576270	rRNA	1
ENSDARG00000091589	U3	20	3368359	3368572	snoRNA	1
ENSDARG00000080732	5S_rRNA	6	40877221	40877339	rRNA	1
ENSDARG00000085486	5S_rRNA	6	6132609	6132725	rRNA	1
ENSDARG00000091611	U1	Zv9_scaffold3538	100625	100788	snRNA	1
ENSDARG00000087629	U6	4	32414241	32414347	snRNA	1
ENSDARG00000080166	BX248399.1	21	9333297	9333387	miRNA	1
ENSDARG00000088780	U6	Zv9_scaffold3530	1366019	1366125	snRNA	1
ENSDARG00000089143	5S_rRNA	7	56210490	56210606	rRNA	1
ENSDARG00000087881	5S_rRNA	17	651008	651124	rRNA	1
ENSDARG00000080065	U4	17	23211335	23211475	snRNA	1
ENSDARG00000083932	5S_rRNA	17	27732342	27732460	rRNA	1
ENSDARG00000084836	5S_rRNA	4	7791038	7791153	rRNA	1
ENSDARG00000084982	5S_rRNA	2	7973626	7973741	rRNA	1
ENSDARG00000083100	BX088707.1	14	40240393	40240505	miRNA	1
ENSDARG00000081078	5S_rRNA	10	28934459	28934576	rRNA	1
ENSDARG00000090273	Vault	14	2309883	2309986	misc_RNA	1
ENSDARG00000082424	U4	17	23165428	23165568	snRNA	1
ENSDARG00000086178	CU651569.1	5	4380177	4380276	miRNA	1
ENSDARG00000082454	dre-mir-27a	2	33620200	33620330	miRNA	1
ENSDARG00000088381	Metazoa_SRP	11	12236212	12236506	misc_RNA	1
ENSDARG00000082355	U8	10	17026754	17026878	snoRNA	1
ENSDARG00000080082	CABZ01102169.1	1	2689143	2689237	miRNA	1
ENSDARG00000080745	U12	3	1980237	1980389	snRNA	1
ENSDARG00000082849	U1	4	47111466	47111629	snRNA	1
ENSDARG00000091789	CT583728.24	4	43920173	43920258	miRNA	1
ENSDARG00000084970	5S_rRNA	6	35179420	35179537	rRNA	1
ENSDARG00000085981	5S_rRNA	11	42409299	42409414	rRNA	1
ENSDARG00000085837	5S_rRNA	5	53888683	53888799	rRNA	1
ENSDARG00000085166	U5	22	16492606	16492733	snRNA	1
ENSDARG00000090407	U6	4	45784897	45785003	snRNA	1
ENSDARG00000084624	5S_rRNA	7	24452126	24452242	rRNA	1
ENSDARG00000084124	5S_rRNA	5	52262001	52262117	rRNA	1
ENSDARG00000086470	5S_rRNA	16	37409576	37409691	rRNA	1
ENSDARG00000083654	5S_rRNA	13	44718842	44718962	rRNA	1
ENSDARG00000083763	5S_rRNA	19	28882856	28882972	rRNA	1
ENSDARG00000085751	SNORD27	15	27650325	27650370	snoRNA	1
ENSDARG00000084987	5S_rRNA	21	7540739	7540855	rRNA	1
ENSDARG00000083666	U6	Zv9_scaffold3530	877479	877585	snRNA	1
ENSDARG00000089053	5S_rRNA	1	32258753	32258871	rRNA	1
ENSDARG00000080320	CR589944.1	11	18501727	18501819	miRNA	1
ENSDARG00000091773	CR927215.4	Zv9_scaffold3498	169666	169749	miRNA	1
ENSDARG00000081104	5S_rRNA	16	6306107	6306237	rRNA	1
ENSDARG00000087291	U6	4	34570722	34570828	snRNA	1
ENSDARG00000086046	U6	3	9510942	9511048	snRNA	1
ENSDARG00000088897	CABZ01063868.2	1	13482169	13482266	miRNA	1
ENSDARG00000090029	5S_rRNA	22	5147858	5147974	rRNA	1
ENSDARG00000087559	U6	4	37949347	37949447	snRNA	1
ENSDARG00000089001	5S_rRNA	21	25375169	25375283	rRNA	1
ENSDARG00000089484	5S_rRNA	3	21823908	21824022	rRNA	1
ENSDARG00000081872	dre-mir-222b	21	44433866	44433962	miRNA	1
ENSDARG00000085941	5S_rRNA	9	13724761	13724880	rRNA	1
ENSDARG00000080424	SNORD88	3	30845902	30845991	snoRNA	1
ENSDARG00000084628	SNORA27	20	23069173	23069309	snoRNA	1
ENSDARG00000091002	U6	4	48164552	48164658	snRNA	1
ENSDARG00000083909	5S_rRNA	18	8429028	8429142	rRNA	1
ENSDARG00000087211	U1	Zv9_NA580	43446	43594	snRNA	1
ENSDARG00000090487	U6	Zv9_scaffold3530	888260	888366	snRNA	1
ENSDARG00000086528	U1	12	2902872	2903035	snRNA	1
ENSDARG00000080147	5S_rRNA	23	36536371	36536493	rRNA	1
ENSDARG00000089857	U6	4	29894796	29894902	snRNA	1
ENSDARG00000089476	U5	5	44844504	44844619	snRNA	1
ENSDARG00000091515	U6	4	45783310	45783416	snRNA	1
ENSDARG00000089065	BX537296.3	6	24929717	24929814	miRNA	1
ENSDARG00000089141	CABZ01075922.6	Zv9_NA414	181	264	miRNA	1
ENSDARG00000087113	AL645743.2	16	32531049	32531121	miRNA	1
ENSDARG00000089249	5S_rRNA	11	2836810	2836924	rRNA	1
ENSDARG00000080205	SNORD75	8	17132208	17132281	snoRNA	1
ENSDARG00000080645	5S_rRNA	16	21148120	21148237	rRNA	1
ENSDARG00000083812	snR50	12	37500386	37500475	snoRNA	1
ENSDARG00000083832	5S_rRNA	1	12667675	12667791	rRNA	1
ENSDARG00000083948	5S_rRNA	4	7314745	7314861	rRNA	1
ENSDARG00000082576	U4	17	23200880	23201020	snRNA	1
ENSDARG00000083014	5S_rRNA	1	48203234	48203351	rRNA	1
ENSDARG00000087276	U5	5	44750317	44750432	snRNA	1
ENSDARG00000090823	5S_rRNA	13	47508072	47508186	rRNA	1
ENSDARG00000083971	5S_rRNA	22	21440676	21440790	rRNA	1
ENSDARG00000083171	SNORD61	14	32730629	32730706	snoRNA	1
ENSDARG00000084224	AL929281.1	6	18420707	18420769	miRNA	1
ENSDARG00000091204	U6	4	32414771	32414877	snRNA	1
ENSDARG00000085691	SNORD52	19	27954114	27954180	snoRNA	1
ENSDARG00000086687	5S_rRNA	Zv9_scaffold3497	96000	96114	rRNA	1
ENSDARG00000090298	5S_rRNA	23	6937179	6937293	rRNA	1
ENSDARG00000089201	Metazoa_SRP	11	12287744	12288035	misc_RNA	1
ENSDARG00000088109	5S_rRNA	7	24988057	24988171	rRNA	1
ENSDARG00000088461	5S_rRNA	7	63611687	63611803	rRNA	1
ENSDARG00000080938	SNORD70	6	8053482	8053572	snoRNA	1
ENSDARG00000082219	SNORD24	5	34903424	34903495	snoRNA	1
ENSDARG00000085557	SNORD11B	6	8053841	8053924	snoRNA	1
ENSDARG00000086651	Metazoa_SRP	11	12749329	12749623	misc_RNA	1
ENSDARG00000082156	5S_rRNA	8	14394679	14394796	rRNA	1
ENSDARG00000084013	5S_rRNA	21	39295954	39296068	rRNA	1
ENSDARG00000080271	U1	4	29903091	29903254	snRNA	1
ENSDARG00000086157	snoMe28S-G3255	1	6994945	6995031	snoRNA	1
ENSDARG00000081644	5S_rRNA	18	43468146	43468261	rRNA	1
ENSDARG00000088652	CABZ01064184.1	13	146648	146734	miRNA	1
ENSDARG00000084696	5S_rRNA	6	18209062	18209180	rRNA	1
ENSDARG00000087399	U6	4	32415298	32415404	snRNA	1
ENSDARG00000089161	5S_rRNA	11	43704592	43704708	rRNA	1
ENSDARG00000088697	CT583728.13	4	43920316	43920413	miRNA	1
ENSDARG00000087023	U3	20	3370302	3370516	snoRNA	1
ENSDARG00000085606	5S_rRNA	13	31918533	31918649	rRNA	1
ENSDARG00000089757	U6	4	37316685	37316791	snRNA	1
ENSDARG00000085044	5S_rRNA	7	11074849	11074964	rRNA	1
ENSDARG00000082646	U1	4	35002709	35002873	snRNA	1
ENSDARG00000086192	CU278559.1	4	44020904	44020970	miRNA	1
ENSDARG00000087896	U6	Zv9_scaffold3480	81974	82080	snRNA	1
ENSDARG00000083707	5S_rRNA	20	30327439	30327555	rRNA	1
ENSDARG00000090244	U6	4	51312549	51312655	snRNA	1
ENSDARG00000088376	5S_rRNA	15	33832698	33832834	rRNA	1
ENSDARG00000080089	AL929457.1	13	9973979	9974068	miRNA	1
ENSDARG00000083397	BX470182.1	16	42871500	42871612	miRNA	1
ENSDARG00000088826	U6	4	53140895	53141001	snRNA	1
ENSDARG00000083837	CU467832.1	14	7708523	7708627	miRNA	1
ENSDARG00000088438	U6	Zv9_NA635	20470	20571	snRNA	1
ENSDARG00000089759	Metazoa_SRP	11	12602239	12602533	misc_RNA	1
ENSDARG00000084198	5S_rRNA	14	5626483	5626597	rRNA	1
ENSDARG00000085876	5S_rRNA	19	40835173	40835289	rRNA	1
ENSDARG00000083884	SNORA79	19	49800528	49800669	snoRNA	1
ENSDARG00000087691	U1	12	2917631	2917794	snRNA	1
ENSDARG00000088649	CU459152.1	12	40535748	40535828	miRNA	1
ENSDARG00000082452	U4	17	23178156	23178296	snRNA	1
ENSDARG00000090336	5S_rRNA	9	45863775	45863889	rRNA	1
ENSDARG00000090133	U1	4	37300480	37300643	snRNA	1
ENSDARG00000090620	Metazoa_SRP	11	16504677	16504955	misc_RNA	1
ENSDARG00000088896	5S_rRNA	3	27093059	27093173	rRNA	1
ENSDARG00000088361	U1	Zv9_scaffold3456	172613	172776	snRNA	1
ENSDARG00000080590	U1	4	47086671	47086834	snRNA	1
ENSDARG00000085874	5S_rRNA	18	34253217	34253333	rRNA	1
ENSDARG00000089783	U6	4	32415825	32415931	snRNA	1
ENSDARG00000091466	5S_rRNA	19	13579181	13579296	rRNA	1
ENSDARG00000085848	5S_rRNA	23	428758	428875	rRNA	1
